Estado civil,Nacionalidade,Migração,Sexo,Idade na matrícula,Estrangeiro,Qualificação da mãe,Qualificação do pai,Ocupação da mãe,Ocupação do pai,Necessidades educacionais especiais,Devedor,Taxas de matrícula em dia,Bolsista,Taxa de desemprego,Taxa de inflação,PIB,Modo de inscrição,Ordem de inscrição,Curso,Período,Qualificação prévia,disciplinas 1º semestre (creditadas),disciplinas 1º semestre (matriculadas),disciplinas 1º semestre (avaliações),disciplinas 1º semestre (aprovadas),disciplinas 1º semestre (notas),disciplinas 1º semestre (sem avaliações),disciplinas 2º semestre (creditadas),disciplinas 2º semestre (matriculadas),disciplinas 2º semestre (avaliações),disciplinas 2º semestre (aprovadas),disciplinas 2º semestre (notas),disciplinas 2º semestre (sem avaliações),Target
Solteiro,Portuguesa,Não,Masculino,24,Não,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,"Trabalhadores Qualificados na Indústria, Construção e Artesãos","Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Sim,Não,15.5,2.8,-4.06,39,1,Gestão de Publicidade e Marketing,Diurno,Educação secundária,0,6,15,4,10.5,0,0,6,16,4,12.5,0,Desistente
Solteiro,Portuguesa,Sim,Masculino,20,Não,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Trabalhadores Não Qualificados,Operadores de Instalações e Máquinas e Trabalhadores de Montagem,Não,Não,Sim,Não,16.2,0.3,-0.92,44,1,Agronomia,Diurno,Curso de especialização tecnológica,0,6,8,5,12.857142857142858,0,0,6,11,6,12.3,0,Graduado
Solteiro,Portuguesa,Sim,Masculino,19,Não,Educação Superior - Bacharel,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Especialistas em Atividades Intelectuais e Científicas,Operadores de Instalações e Máquinas e Trabalhadores de Montagem,Não,Não,Sim,Não,9.4,-0.8,-3.12,1,3,Gestão de Publicidade e Marketing,Diurno,Educação secundária,0,5,7,3,11.666666666666666,0,0,5,5,4,12.0,0,Matriculado
Solteiro,Portuguesa,Não,Masculino,23,Não,Educação Secundária,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Funcionários Administrativos,Pessoal Administrativo,Não,Não,Sim,Não,8.9,1.4,3.51,51,1,Engenharia da computação,Diurno,Educação secundária,0,5,7,2,13.0,0,0,5,11,1,10.0,0,Desistente
Solteiro,Portuguesa,Sim,Masculino,20,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Funcionários Administrativos,Técnicos de Nível Intermediário e Profissões,Não,Não,Sim,Não,7.6,2.6,0.32,17,2,Turismo,Diurno,Educação secundária,0,6,8,6,11.833333333333334,0,0,6,9,5,10.4,0,Matriculado
Solteiro,Portuguesa,Não,Masculino,21,Não,Desconhecido,Desconhecido,Estudante,Estudante,Não,Não,Sim,Não,9.4,-0.8,-3.12,43,4,Serviço Social (noturno),Noturno,Educação secundária,9,11,11,11,12.454545454545457,0,3,11,17,8,12.75,0,Graduado
Solteiro,Portuguesa,Sim,Masculino,20,Não,11º ano de escolaridade - Não concluído,Outro - 11º ano de escolaridade,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Não,Sim,Não,10.8,1.4,1.74,17,2,Engenharia da computação,Diurno,Educação secundária,0,5,6,3,11.0,0,0,5,6,0,0.0,0,Desistente
Casado,Portuguesa,Sim,Masculino,21,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Funcionários Administrativos,Pessoal Administrativo,Não,Não,Sim,Não,7.6,2.6,0.32,17,5,Engenharia da computação,Diurno,Educação secundária,0,5,10,4,13.2,0,0,5,7,4,14.25,2,Matriculado
Solteiro,Portuguesa,Não,Masculino,18,Não,Educação Secundária,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Trabalhadores Não Qualificados,"Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Sim,Sim,11.1,0.6,2.02,1,1,Jornalismo e Comunicação,Diurno,Educação secundária,0,6,6,6,15.5,0,0,6,6,6,14.166666666666666,0,Graduado
Solteiro,Portuguesa,Sim,Masculino,18,Não,Educação Secundária,Educação Secundária,Funcionários Administrativos,Técnicos de Nível Intermediário e Profissões,Não,Não,Sim,Não,11.1,0.6,2.02,1,3,Turismo,Diurno,Educação secundária,0,6,8,6,12.333333333333334,0,0,6,6,6,13.666666666666666,0,Graduado
Solteiro,Portuguesa,Sim,Masculino,18,Não,Educação Superior - Bacharel,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Técnicos de Nível Intermediário e Profissões Técnicas,"Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Sim,Não,13.9,-0.3,0.79,17,1,Gestão,Diurno,Educação secundária,0,5,13,5,12.0,0,0,5,9,4,11.4,0,Matriculado
Solteiro,Portuguesa,Sim,Masculino,20,Não,Educação Superior - Bacharel,Educação Superior - Bacharel,"Trabalhadores Qualificados na Indústria, Construção e Artesãos","Representantes do Poder Legislativo e Órgãos Executivos, Diretores, Gestores e Gerentes Executivos",Não,Não,Sim,Não,15.5,2.8,-4.06,44,1,Agronomia,Diurno,Curso de especialização tecnológica,0,6,12,4,11.6,0,0,6,11,5,11.5,0,Matriculado
Solteiro,Portuguesa,Não,Masculino,18,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Funcionários Administrativos,Trabalhadores Não Qualificados,Não,Não,Sim,Sim,16.2,0.3,-0.92,17,1,Jornalismo e Comunicação,Diurno,Educação secundária,0,6,7,6,11.333333333333334,0,0,6,8,6,12.285714285714286,0,Graduado
Solteiro,Portuguesa,Sim,Masculino,19,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Estudante,Pessoal Administrativo,Não,Não,Sim,Não,9.4,-0.8,-3.12,17,1,Jornalismo e Comunicação,Diurno,Educação secundária,0,6,12,0,0.0,1,0,6,0,0,0.0,0,Desistente
Solteiro,Portuguesa,Sim,Masculino,20,Não,Educação Secundária,Educação Superior - Bacharel,Trabalhadores Não Qualificados,Profissões das Forças Armadas,Não,Não,Sim,Não,10.8,1.4,1.74,17,1,Engenharia da computação,Diurno,Educação secundária,0,5,7,4,12.0,0,0,5,8,2,12.5,0,Matriculado
Solteiro,Portuguesa,Não,Masculino,19,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Funcionários Administrativos,"Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Sim,Não,9.4,-0.8,-3.12,17,1,Zootecnia,Diurno,Educação secundária,0,5,11,4,12.0,1,0,5,9,5,12.6,0,Graduado
Solteiro,Portuguesa,Sim,Masculino,33,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Trabalhadores Não Qualificados,"Trabalhadores de Serviços Pessoais, Segurança e Vendas",Não,Sim,Sim,Não,12.7,3.7,-1.7,39,1,Gestão (noturno),Noturno,Educação secundária,0,5,11,2,12.5,0,0,5,9,2,11.5,1,Desistente
Solteiro,Portuguesa,Sim,Masculino,21,Não,Educação Superior - Licenciatura,Educação Secundária,Técnicos de Nível Intermediário e Profissões Técnicas,Técnicos de Nível Intermediário e Profissões,Não,Não,Sim,Não,8.9,1.4,3.51,51,1,Animação e Design Multimídia,Diurno,Educação secundária,6,12,12,12,13.666666666666666,0,4,11,16,11,13.0,0,Graduado
Casado,Portuguesa,Não,Masculino,25,Não,Educação Secundária,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Funcionários Administrativos,Pessoal Administrativo,Não,Sim,Não,Não,15.5,2.8,-4.06,39,1,Agronomia,Diurno,Educação secundária,0,6,17,2,14.5,2,0,6,13,0,0.0,1,Desistente
Solteiro,Portuguesa,Sim,Masculino,20,Não,Educação Secundária,Educação Secundária,Funcionários Administrativos,Trabalhadores Não Qualificados,Não,Não,Sim,Sim,12.4,0.5,1.79,1,1,Enfermagem Veterinária,Diurno,Educação secundária,0,6,10,4,13.2,0,0,6,8,0,0.0,0,Desistente
Solteiro,Portuguesa,Sim,Masculino,22,Não,Educação Secundária,Educação Secundária,Trabalhadores Não Qualificados,Pessoal Administrativo,Não,Não,Sim,Sim,8.9,1.4,3.51,53,1,Enfermagem Veterinária,Diurno,Curso técnico superior profissional,1,7,11,5,12.166666666666666,0,4,8,14,5,14.8,0,Desistente
Divorciado,Portuguesa,Não,Feminino,39,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Trabalhadores Não Qualificados,"Representantes do Poder Legislativo e Órgãos Executivos, Diretores, Gestores e Gerentes Executivos",Não,Não,Sim,Não,10.8,1.4,1.74,39,1,Jornalismo e Comunicação,Diurno,Educação básica 3º ciclo (9º/10º/11º ano) ou equivalente,0,6,10,4,11.25,0,0,6,6,6,11.333333333333334,0,Graduado
Solteiro,Portuguesa,Sim,Masculino,21,Não,Educação Superior - Bacharel,Educação Secundária,Especialistas em Atividades Intelectuais e Científicas,"Agricultores e Trabalhadores Qualificados na Agricultura, Pesca e Silvicultura",Não,Não,Sim,Sim,8.9,1.4,3.51,1,2,Gestão de Publicidade e Marketing,Diurno,Educação secundária,0,6,8,6,15.166666666666666,0,0,6,7,6,14.428571428571429,0,Graduado
Solteiro,Portuguesa,Não,Feminino,19,Não,Educação Secundária,Educação Secundária,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Não,Sim,Sim,16.2,0.3,-0.92,17,1,Turismo,Diurno,Educação secundária,0,6,8,6,11.166666666666666,0,0,6,7,4,13.4,0,Graduado
Solteiro,Portuguesa,Não,Feminino,26,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Trabalhadores Não Qualificados,"Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Sim,Sim,7.6,2.6,0.32,39,1,Enfermagem,Diurno,Educação básica 3º ciclo (9º/10º/11º ano) ou equivalente,0,7,8,6,10.983333333333334,0,0,7,8,6,10.983333333333334,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,19,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação Secundária,Funcionários Administrativos,Técnicos de Nível Intermediário e Profissões,Não,Não,Sim,Sim,15.5,2.8,-4.06,18,2,Serviço Social,Diurno,Educação secundária,0,6,8,4,10.75,0,0,6,11,5,11.5,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,20,Não,Educação Secundária,Educação Superior - Bacharel,Funcionários Administrativos,Especialistas em Atividades Intelectuais e Científicas,Não,Não,Não,Sim,8.9,1.4,3.51,53,1,Enfermagem Veterinária,Diurno,Curso técnico superior profissional,7,12,15,11,13.384615384615383,0,4,9,13,7,14.285714285714286,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,25,Não,Educação Secundária,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Funcionários Administrativos,Trabalhadores Não Qualificados,Não,Não,Sim,Sim,15.5,2.8,-4.06,17,1,Gestão de Publicidade e Marketing,Diurno,Educação secundária,0,6,8,6,11.285714285714286,0,0,6,10,5,12.2,0,Matriculado
Solteiro,Portuguesa,Não,Masculino,24,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,"Operadores de Instalações e Máquinas, Montadores","Trabalhadores de Serviços Pessoais, Segurança e Vendas",Não,Não,Sim,Não,16.2,0.3,-0.92,43,1,Serviço Social (noturno),Noturno,Educação secundária,0,6,13,0,0.0,3,0,6,6,0,0.0,0,Desistente
Solteiro,Portuguesa,Sim,Masculino,20,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Funcionários Administrativos,Estudante,Não,Não,Sim,Não,7.6,2.6,0.32,17,6,Engenharia da computação,Diurno,Educação secundária,0,5,7,4,13.0,0,0,5,9,5,14.833333333333334,3,Graduado
Casado,Portuguesa,Não,Masculino,29,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Não,Sim,Não,13.9,-0.3,0.79,39,1,Agronomia,Diurno,Educação secundária,0,6,9,6,16.11111111111111,0,0,6,7,6,13.5,0,Graduado
Solteiro,Portuguesa,Não,Masculino,20,Não,Educação Secundária,Educação Superior - Bacharel,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Não,Sim,Não,16.2,0.3,-0.92,1,1,Jornalismo e Comunicação,Diurno,Educação secundária,0,6,8,6,11.5,0,0,6,8,6,11.0,0,Graduado
Solteiro,Portuguesa,Sim,Masculino,20,Não,Educação Superior - Bacharel,Educação Superior - Mestrado,Especialistas em Atividades Intelectuais e Científicas,Especialistas em Atividades Intelectuais e Científicas,Não,Não,Sim,Não,13.9,-0.3,0.79,44,1,Zootecnia,Diurno,Curso de especialização tecnológica,0,6,15,4,10.75,0,0,6,12,2,10.5,0,Desistente
Solteiro,Portuguesa,Sim,Masculino,24,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação Secundária,"Prestadores de Serviços Pessoais, Trabalhadores de Segurança, Vendedores",Operadores de Instalações e Máquinas e Trabalhadores de Montagem,Não,Não,Sim,Sim,11.1,0.6,2.02,39,1,Gestão de Publicidade e Marketing,Diurno,Educação básica 3º ciclo (9º/10º/11º ano) ou equivalente,0,6,10,4,11.6,0,0,6,8,5,13.0,0,Graduado
Solteiro,Portuguesa,Não,Masculino,24,Não,Educação Secundária,Educação Superior - Bacharel,Especialistas em Atividades Intelectuais e Científicas,Especialistas em Atividades Intelectuais e Científicas,Não,Sim,Sim,Não,16.2,0.3,-0.92,39,1,Enfermagem,Diurno,Educação básica 3º ciclo (9º/10º/11º ano) ou equivalente,0,7,21,0,0.0,3,0,7,7,0,0.0,0,Desistente
Solteiro,Portuguesa,Não,Masculino,23,Não,Educação Superior - Bacharel,Educação Secundária,Especialistas em Atividades Intelectuais e Científicas,"Trabalhadores de Serviços Pessoais, Segurança e Vendas",Não,Não,Sim,Não,11.1,0.6,2.02,7,1,Engenharia da computação,Diurno,Educação superior - licenciatura (1º ciclo),0,5,5,5,13.8,0,0,5,7,5,14.142857142857142,0,Graduado
Solteiro,Portuguesa,Sim,Masculino,20,Não,Educação Secundária,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,"Prestadores de Serviços Pessoais, Trabalhadores de Segurança, Vendedores","Trabalhadores de Serviços Pessoais, Segurança e Vendas",Não,Não,Sim,Não,15.5,2.8,-4.06,43,1,Odontologia,Diurno,Educação secundária,0,7,8,7,13.585714285714284,0,0,8,8,8,14.6875,0,Graduado
Solteiro,Portuguesa,Sim,Masculino,19,Não,Educação Secundária,Educação Secundária,Funcionários Administrativos,Profissões das Forças Armadas,Não,Não,Sim,Não,15.5,2.8,-4.06,17,2,Gestão de Publicidade e Marketing,Diurno,Educação secundária,0,6,8,6,13.857142857142858,0,0,6,8,5,13.0,0,Graduado
Divorciado,Portuguesa,Não,Masculino,28,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Trabalhadores Não Qualificados,Operadores de Instalações e Máquinas e Trabalhadores de Montagem,Não,Não,Sim,Não,11.1,0.6,2.02,39,1,Agronomia,Diurno,Educação secundária,0,6,12,5,12.0,0,0,6,10,6,12.333333333333334,0,Matriculado
Solteiro,Portuguesa,Sim,Masculino,20,Não,Educação Secundária,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Funcionários Administrativos,Pessoal Administrativo,Não,Não,Sim,Sim,13.9,-0.3,0.79,44,1,Agronomia,Diurno,Curso de especialização tecnológica,0,6,9,6,13.444444444444445,0,0,6,9,5,12.6,0,Graduado
Solteiro,Portuguesa,Não,Masculino,18,Não,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Técnicos de Nível Intermediário e Profissões Técnicas,Técnicos de Nível Intermediário e Profissões,Não,Não,Sim,Não,8.9,1.4,3.51,1,1,Design de Comunicação,Diurno,Educação secundária,0,6,6,6,14.0,0,0,6,7,6,13.857142857142858,0,Graduado
Solteiro,Portuguesa,Sim,Masculino,20,Não,Educação Secundária,Educação Secundária,Outras Situações,Outra Situação,Não,Sim,Sim,Não,10.8,1.4,1.74,1,1,Gestão de Publicidade e Marketing,Diurno,Educação secundária,0,6,10,1,12.0,1,0,6,0,0,0.0,0,Desistente
Casado,Portuguesa,Sim,Masculino,33,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,"Prestadores de Serviços Pessoais, Trabalhadores de Segurança, Vendedores",Técnicos de Nível Intermediário e Profissões,Não,Não,Sim,Não,10.8,1.4,1.74,39,1,Gestão (noturno),Noturno,Educação secundária,0,5,5,5,14.2,0,0,5,6,5,13.833333333333334,0,Graduado
Casado,Portuguesa,Não,Feminino,35,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Trabalhadores de Limpeza,Motoristas de veículos e operadores de equipamentos móveis,Não,Não,Sim,Não,12.4,0.5,1.79,39,1,Enfermagem,Diurno,Educação secundária,0,7,11,5,13.34,0,0,7,9,5,10.84,0,Matriculado
Solteiro,Portuguesa,Não,Feminino,27,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Trabalhadores Não Qualificados,"Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Sim,Não,12.7,3.7,-1.7,39,1,Enfermagem,Diurno,Educação superior - licenciatura (1º ciclo),3,8,12,7,12.457142857142856,0,3,8,12,7,12.457142857142856,0,Matriculado
Solteiro,Portuguesa,Sim,Feminino,19,Não,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,"Trabalhadores Qualificados na Indústria, Construção e Artesãos","Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Não,Não,9.4,-0.8,-3.12,17,5,Jornalismo e Comunicação,Diurno,Educação secundária,0,6,12,3,11.0,0,0,6,12,3,12.0,0,Desistente
Solteiro,Brasileira,Não,Feminino,31,Sim,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Não,Sim,Sim,15.5,2.8,-4.06,39,1,Gestão (noturno),Noturno,Educação secundária,0,5,13,4,10.5,0,0,5,10,4,10.5,0,Matriculado
Solteiro,Portuguesa,Sim,Masculino,19,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,"Trabalhadores Qualificados na Indústria, Construção e Artesãos","Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Sim,Não,9.4,-0.8,-3.12,1,1,Animação e Design Multimídia,Diurno,Educação secundária,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Graduado
Solteiro,Portuguesa,Sim,Masculino,22,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,"Trabalhadores Qualificados na Indústria, Construção e Artesãos","Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Sim,Não,15.5,2.8,-4.06,43,1,Design de Comunicação,Diurno,Educação secundária,9,13,13,13,14.0,0,7,12,13,12,13.0,0,Graduado
Solteiro,Moldávia,Não,Feminino,39,Sim,Educação Secundária,Educação Secundária,"Agricultores e Trabalhadores Qualificados na Agricultura, Pesca e Silvicultura","Agricultores e Trabalhadores Qualificados na Agricultura, Pesca e Silvicultura",Não,Não,Sim,Não,12.7,3.7,-1.7,43,1,Enfermagem,Diurno,Educação secundária,0,7,0,0,0.0,0,0,8,0,0,0.0,0,Desistente
Solteiro,Portuguesa,Sim,Masculino,22,Não,Educação Secundária,Educação Secundária,Funcionários Administrativos,Operadores de Instalações e Máquinas e Trabalhadores de Montagem,Não,Não,Não,Não,12.4,0.5,1.79,17,1,Turismo,Diurno,Educação secundária,0,1,1,0,0.0,0,0,6,0,0,0.0,0,Desistente
Casado,Portuguesa,Não,Masculino,47,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Trabalhadores Não Qualificados,Profissões das Forças Armadas,Não,Não,Sim,Não,9.4,-0.8,-3.12,39,1,Gestão (noturno),Noturno,Educação secundária,0,5,8,4,10.0,0,0,5,8,4,12.5,0,Matriculado
Solteiro,Portuguesa,Sim,Masculino,19,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,"Prestadores de Serviços Pessoais, Trabalhadores de Segurança, Vendedores",Trabalhadores Não Qualificados,Não,Não,Sim,Sim,11.1,0.6,2.02,17,1,Animação e Design Multimídia,Diurno,Educação secundária,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Graduado
Solteiro,Guineense,Sim,Feminino,19,Sim,Educação Superior - Bacharel,Educação Secundária,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Não,Sim,Não,12.4,0.5,1.79,10,1,Turismo,Diurno,Educação secundária,0,6,6,6,13.5,0,0,6,6,6,14.333333333333334,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,19,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Não,Sim,Não,15.5,2.8,-4.06,17,1,Enfermagem,Diurno,Educação secundária,0,7,0,0,0.0,0,0,8,0,0,0.0,0,Desistente
